user_id,model,n_train,n_test,accuracy,precision,recall,f1_score,brier_score,rmse,auc
25,RandomForest+Platt,255,55,0.8909090909090909,0.9666666666666667,0.8529411764705882,0.90625,0.07775543792968168,0.27884662079659794,0.9677871148459383
25,RF+OptimalThreshold,255,55,0.8545454545454545,0.90625,0.8529411764705882,0.8787878787878788,0.07775543792968168,0.27884662079659794,0.9677871148459383
25,LogisticRegression,255,55,0.8909090909090909,0.868421052631579,0.9705882352941176,0.9166666666666666,0.07971197912832273,0.2823330995974838,0.964985994397759
26,DecisionTree,255,55,0.8909090909090909,0.8421052631578947,1.0,0.9142857142857143,0.08010974265534539,0.283036645428371,0.9320652173913043
26,RandomForest+Platt,255,55,0.9090909090909091,0.9354838709677419,0.90625,0.9206349206349206,0.05620024866862832,0.23706591629466334,0.982336956521739
26,RF+OptimalThreshold,255,55,0.8909090909090909,0.8421052631578947,1.0,0.9142857142857143,0.05620024866862832,0.23706591629466334,0.982336956521739
26,LogisticRegression,255,55,0.9272727272727272,0.8888888888888888,1.0,0.9411764705882353,0.06680516470315001,0.2584669508915018,0.9809782608695652
27,DecisionTree,255,55,0.7454545454545455,0.5,0.35714285714285715,0.4166666666666667,0.24603606220646884,0.4960202235861647,0.6149825783972125
27,RandomForest+Platt,255,55,0.8545454545454545,0.875,0.5,0.6363636363636364,0.12857422420270329,0.35857248110068807,0.8815331010452963
27,RF+OptimalThreshold,255,55,0.8363636363636363,0.7777777777777778,0.5,0.6086956521739131,0.12857422420270329,0.35857248110068807,0.8815331010452963
27,LogisticRegression,255,55,0.7818181818181819,1.0,0.14285714285714285,0.25,0.18403071776732358,0.4289880158784434,0.8710801393728222
28,DecisionTree,255,55,0.8727272727272727,0.8275862068965517,0.9230769230769231,0.8727272727272727,0.09591910525152142,0.3097080968452737,0.940318302387268
28,RandomForest+Platt,255,55,0.8363636363636363,1.0,0.6538461538461539,0.7906976744186046,0.09987883503216002,0.3160361293146086,0.9920424403183025
28,RF+OptimalThreshold,255,55,0.9636363636363636,1.0,0.9230769230769231,0.96,0.09987883503216002,0.3160361293146086,0.9920424403183025
28,LogisticRegression,255,55,0.9272727272727272,0.9583333333333334,0.8846153846153846,0.92,0.04890377429685254,0.22114197769047048,0.9893899204244032
29,DecisionTree,255,55,0.7636363636363637,0.9130434782608695,0.65625,0.7636363636363637,0.19835598618598912,0.445371739321198,0.8457880434782608
